recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,DR3Name,RAdeg,DEdeg,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),BP-RP_x,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,gmag_xa,e_gmag_x,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,AllWISE,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,angDist_xa,PC1,PC2,PC3,Label
187, ,PN G005.8-09.2 ,PPAJ1835-2811,4048631478276339840,A,278.8376,-28.1979,0.59,18.62,-0.09,0.53,-0.38,278.8376,-28.1979,Gaia DR3 4048631478276339840,278.8375836532,-28.19792526987,0.1934,0.1842,0.6937,0.2006,3.458,-3.524,0.239,-6.92,0.217,18.624079,0.004952,10,822.386,20.5147,40.0875,18.050854,0.027227,10,439.583,11.663,37.6905,18.140295,0.029053,1.887,-0.089441,-0.573225,0.483784,,,,,,,,,,,,,,,,,,,,,,,,18.2083,0.0192,16.7559,0.0066,16892216,18.6101,0.0046,16.9379,0.0335,16892216,18.8456,0.0286,18.0201,0.0676,16892216,19.0677,0.0097,18.1106,0.0,16793912,19.1207,0.1061,18.5973,0.0472,16793912,0.120934,J183521.06-281153.3,14.111,13.63,9.15,4.529,15.364,14.919,14.805,0.066,0.057,0.036,0.028,0.068,0.091,0.103,2794028801351066377,1.008934,11.299708,7.384894,4.3235493,-1
189, ,PN G006.0+02.8 ,Th4-3,4068994601118701312,B,267.1559,-22.2803,0.47,16.07,1.51,2.51,0.28,267.1559,-22.2803,Gaia DR3 4068994601118701312,267.15588574837,-22.28033084089,0.0596,0.0452,0.0644,0.0646,0.997,0.046,0.074,-3.384,0.046,16.06508,0.003974,48,3948.49,25.6336,154.036,16.347464,0.007581,47,9179.48,30.1663,304.296,14.84085,0.005198,1.859,1.506614,0.282383,1.224231,,,,,,,,,,,,,,,,,,,,,,,,17.0203,0.0072,17.0273,0.0089,115000,15.5476,0.0061,15.5146,0.003,16892216,15.5978,0.0029,15.5936,0.0017,280,15.2256,0.011,15.2157,0.0259,16892208,14.9028,0.0072,14.9493,0.008,115000,0.117431,J174837.42-221649.1,12.207,11.793,6.223,1.609,13.583,13.223,12.782,0.066,0.066,0.013,0.009,,0.07,0.07,2671022801351042908,0.194648,9.800744,8.562006,4.7134857,-1
192, ,PN G006.0-02.2 ,StDr102,4065796160446079104,B,272.0152,-24.8499,0.41,17.99,1.52,3.28,-0.13,272.0152,-24.8499,Gaia DR3 4065796160446079104,272.01522324055,-24.84987694888,0.1448,0.1244,-0.0471,0.1446,-0.3257,-0.295,0.176,-3.548,0.136,17.987774,0.005364,3,1705.54,37.8096,45.1086,17.258888,0.024231,3,4024.6,48.3095,83.3087,15.736089,0.01357,4.768,1.522799,-0.728886,2.251685,,,,,,,,,,,,,,,,,,,,,,,,17.812,0.0127,17.0423,0.005,16892216,17.0269,0.015,16.0399,0.0094,16892216,17.0304,0.0164,16.4309,0.0082,16892216,16.5149,0.0098,15.9834,0.0061,16892216,15.983,0.0088,15.1362,0.019,16892216,0.047013,J180803.66-245059.4,7.608,7.453,5.726,1.84,13.579,12.644,12.23,0.112,0.058,0.043,0.014,0.04,0.033,0.034,2724024301351007464,0.294552,8.485535,7.1438217,6.1325397,4
193, ,PN G006.0-03.6 ,M2-31,4064771067972273920,B,273.3169,-25.5015,0.51,17.55,0.66,2.32,-0.57,273.3169,-25.5015,Gaia DR3 4064771067972273920,273.31688392999,-25.50147803351,0.3834,0.3184,,,,,,,,17.557693,0.009976,4,23707.3,495.773,47.8188,14.40134,0.022876,4,25370.5,274.692,92.3599,13.737073,0.012348,27.48,0.664267,-3.156354,3.820621,,,,,,,,,,,,,,,,,,,,,,,,14.5926,0.0261,13.8378,0.0016,16875832,14.6115,0.0542,13.7153,0.0051,16777496,15.5748,0.0112,14.6167,0.0075,16793904,14.8635,0.0464,14.1529,0.0136,16777488,14.1582,0.0235,13.1609,0.0066,16793912,0.103464,J181316.05-253005.5,10.805,9.963,4.694,1.234,13.09,12.94,12.034,0.028,0.023,0.016,0.011,0.055,0.079,0.046,2733025801351043923,0.170338,10.660662,5.2658854,5.2025547,1
201, ,PN G006.3+04.4 ,H2-18,4117385040014126592,A,265.8698,-21.1644,0.32,18.07,0.6,2.39,-0.67,265.8698,-21.1644,Gaia DR3 4117385040014126592,265.86981112286,-21.16436136326,0.1518,0.1149,0.0176,0.1769,0.0993,2.576,0.188,-5.354,0.119,18.069326,0.004493,29,3683.53,38.434,95.8405,16.42288,0.011667,28,3717.55,18.7027,198.771,15.822255,0.006642,6.639,0.600625,-1.646446,2.247071,,,,,,,,,,,,,,,,,,,,,,,,16.7907,0.0285,15.7302,0.0045,16892216,16.491,0.0322,15.8239,0.0056,16892216,17.1754,0.0272,16.3909,0.0166,16892216,16.9956,0.0356,16.1208,0.0182,16892216,16.3821,0.0146,15.5326,0.0684,16892216,0.16653,J174328.76-210952.0,12.181,11.636,6.542,2.699,14.147,13.622,13.78,0.257,0.086,0.017,0.017,,,0.077,2663021301351034209,0.2509,10.551106,6.200657,4.868929,1
202, ,PN G006.4+02.0 ,M1-31,4070421084305148928,A,268.1727,-22.3659,0.32,17.56,1.35,3.94,-0.65,268.1727,-22.3659,Gaia DR3 4070421084305148928,268.17268684334,-22.36587758444,1.9708,1.8456,,,,,,,,17.55848,0.015888,9,16635.5,587.21,28.3298,14.78595,0.038426,9,33378.1,472.75,70.604,13.439242,0.015835,28.024,1.346707,-2.77253,4.119237,,,,,,,,,,,,,,,,,,,,,,,,15.2217,0.0056,14.884,0.0056,16892216,14.1906,0.0771,13.7762,0.0069,16892216,15.2755,0.024,14.5569,0.0042,16777496,14.3797,0.0552,13.9114,0.0047,16892208,13.1879,0.0042,12.6173,0.0147,16892216,0.092673,J175241.45-222157.4,10.44,9.556,3.762,-0.17,12.751,12.509,11.495,0.059,0.038,0.015,0.009,0.043,0.055,0.035,2687022801351038284,0.23385,9.787535,4.98455,5.116805,1
203,*,PN G006.4-03.4 ,PHRJ1813-2505,4065348964202561920,B,273.3626,-25.0981,1.19,15.56,0.8,1.86,-0.17,273.3626,-25.0981,Gaia DR3 4065348964202561920,273.36262343535,-25.0981142373,0.0444,0.0398,0.1604,0.0466,3.4431,-2.365,0.051,-6.301,0.039,15.56289,0.002876,23,6728.52,35.547,189.285,15.768743,0.006379,22,8184.38,147.808,55.3715,14.965431,0.019969,1.33,0.803311,0.205853,0.597459,,,,,,5850.2,5829.5,5896.0,3.6371,3.624,3.6626,-4.1296,-4.1452,-4.0936,3165.2373,3088.2842,3205.4336,0.0206,0.0078,0.0487,0.0097,0.0036,0.023,15.8836,0.0079,15.8723,0.0044,16892216,15.5848,0.0038,15.4675,0.0198,16892208,15.5805,0.0273,15.3308,0.0658,16777496,15.4244,0.0151,14.9626,0.025,16892216,15.4946,0.0256,15.4984,0.0297,16892216,0.066238,J181326.87-250551.2,11.523,11.769,9.831,5.719,13.173,12.256,11.983,0.047,0.044,0.07,0.048,0.067,0.071,0.05,2733025801351057782,2.758827,11.362997,9.358269,5.906953,0
204, ,PN G006.5+03.4 ,PNPBOZ29,4118615290396335744,B,266.9544,-21.5396,0.47,19.16,2.31,3.0,1.03,266.9544,-21.5396,Gaia DR3 4118615290396335744,266.95436236105,-21.53958323625,3.8484,2.4359,,,,,,,,19.14883,0.020209,11,983.147,20.557,47.8254,17.856997,0.022873,11,4810.69,41.4308,116.114,15.542377,0.010086,14.046,2.314619,-1.291834,3.606453,,,,,,,,,,,,,,,,,,,,,,,,18.4799,0.0082,18.3856,0.0109,16892216,17.0061,0.017,16.9094,0.0131,16892216,17.1702,0.0012,17.0532,0.0143,16892216,16.0237,0.0114,15.7893,0.0046,16892216,14.5473,0.0699,14.308,0.0013,16892216,0.158206,J174749.05-213222.5,10.828,9.883,3.789,0.013,13.709,13.17,11.985,0.027,0.022,0.014,0.004,0.051,0.092,0.043,2663021301351023641,0.055285,7.649765,6.2342515,5.5294538,4
209, ,PN G006.8-03.4 ,H2-45,4065373776184045824,A,273.6198,-24.7272,0.12,17.35,0.65,2.09,-0.47,273.6198,-24.7272,Gaia DR3 4065373776184045824,273.61977495756,-24.72722244466,0.1007,0.0883,0.1727,0.101,1.7089,-4.458,0.12,-1.126,0.093,17.351946,0.00473,17,4922.27,57.6451,85.3892,16.108128,0.013018,18,5177.83,56.7479,91.2428,15.462526,0.012485,4.679,0.645601,-1.243818,1.88942,,,,,,,,,,,,,,,,,,,,,,,,16.2178,0.0359,15.6935,0.0042,16892216,16.1378,0.0342,15.6231,0.0012,16892208,16.7554,0.0319,16.0542,0.006,16892216,16.5144,0.0093,15.8326,0.024,16892216,16.1106,0.0147,15.1415,0.0112,16892216,0.126476,J181428.77-244338.3,11.507,11.369,6.877,2.78,,,,0.152,0.08,0.014,0.016,,,,2741024301351008322,0.520031,10.73831,6.501029,4.9540644,1
211, ,PN G006.8-08.6 ,Al1,4072763456463216384,B,278.7302,-27.1053,0.97,17.39,0.56,0.99,0.04,278.7302,-27.1053,Gaia DR3 4072763456463216384,278.73020396176,-27.10533038992,0.0904,0.084,-0.0414,0.1025,-0.4044,-3.678,0.118,-6.721,0.088,17.388739,0.004431,20,1394.25,14.1459,98.5623,17.477692,0.011364,20,1352.78,13.5678,99.7051,16.919827,0.011527,1.316,0.557865,0.088953,0.468912,,,,,,,,,,,,,,,,,,,,,,,,17.7195,0.0119,15.9668,0.072,16892216,17.3036,0.0115,16.1777,0.0592,16892216,17.7504,0.0146,17.3646,0.0165,16892216,17.6621,0.0128,17.5863,0.0074,16892216,17.501,0.0248,17.3567,0.0524,16892216,0.134707,J183455.25-270619.3,12.861,11.627,7.382,3.231,16.467,15.796,14.832,0.031,0.024,0.016,0.018,0.127,0.15,0.107,2788027301351033677,0.314634,10.517972,7.494489,4.242653,3
217, ,PN G007.0-06.8 ,Vy2-1,4052110122599119360,B,276.9984,-26.1134,0.36,16.12,0.46,1.1,-0.12,276.9984,-26.1134,Gaia DR3 4052110122599119360,276.99842894251,-26.11337536337,0.0784,0.0714,0.0915,0.0935,0.9788,-2.605,0.093,-5.377,0.075,16.118624,0.00488,22,50427.7,1315.9,38.3219,13.58187,0.028469,22,44868.0,267.561,167.693,13.118052,0.007497,14.177,0.463818,-2.536754,3.000571,,,,,,,,,,,,,,,,,,,,,,,,13.9236,0.0175,13.1565,0.0046,16892216,13.8173,0.0656,13.1738,0.1159,16892216,14.8178,0.0096,13.9469,0.0131,16892208,14.1007,0.1062,13.6446,0.0045,16892216,13.8944,0.095,12.5339,0.0091,16892216,0.120353,J182759.63-260648.4,11.026,10.173,4.862,1.02,12.784,12.913,12.018,0.078,0.038,0.012,0.013,0.028,0.035,0.032,2766025801351022019,0.306194,11.300947,5.7738757,5.2398615,1
223, ,PN G007.4+02.5 ,Th4-8,4070651775691846784,B,268.1779,-21.2601,0.28,16.62,1.76,2.94,0.35,268.1779,-21.2601,Gaia DR3 4070651775691846784,268.17792611095,-21.26005345022,0.0702,0.057,0.0007,0.0697,0.0098,-5.17,0.088,-10.158,0.059,16.616299,0.003102,21,1852.22,21.64,85.5926,17.169308,0.012988,22,5431.15,27.2714,199.152,15.410666,0.006634,1.714,1.758642,0.553009,1.205633,,,,,,,,,,,,,,,,,,,,,,,,17.6974,0.0049,17.6523,0.008,16892216,16.4559,0.0237,16.0911,0.0066,16892216,16.1227,0.0189,15.9999,0.0139,16892216,15.6368,0.0105,15.5822,0.0079,16892208,15.3112,0.022,15.0999,0.0163,16892216,0.198024,J175242.72-211536.1,12.624,12.202,7.405,3.194,13.977,13.302,12.885,0.065,0.052,0.023,0.019,0.054,0.06,0.047,2679021301351028707,0.410216,9.828223,8.751877,5.060619,-1
232, ,PN G007.8-04.4 ,H1-65,4065322923848085760,B,275.0368,-24.2515,0.19,14.51,0.87,1.2,0.27,275.0368,-24.2515,Gaia DR3 4065322923848085760,275.03683684918,-24.2514946716,0.0274,0.0236,0.0328,0.0315,1.0397,-4.962,0.032,-7.021,0.025,14.510221,0.005515,25,32046.3,307.886,104.085,14.074099,0.010798,25,41441.8,271.288,152.76,13.204298,0.00805,2.485,0.869801,-0.436122,1.305923,,,,,,,,,,,,,,,,,,,,,,,,14.5822,0.0192,14.4765,0.0097,16892216,13.6252,0.0055,13.3864,0.0034,16875832,14.3245,0.0018,14.1023,0.0018,16892216,14.2193,0.0003,13.9791,0.0022,16892216,14.1167,0.0448,13.8734,0.0179,16892216,0.106401,J182008.84-241505.3,10.84,10.275,5.005,0.469,12.793,12.545,12.061,0.024,0.021,0.014,0.005,0.031,0.038,0.035,2757024301351038998,0.142465,11.434563,7.4887166,5.0468273,-1
234,*,PN G007.9+10.1 ,MaC1-4,4136559350117114496,B,261.6587,-16.8084,0.42,15.55,1.07,0.6,0.79,261.6587,-16.8084,Gaia DR3 4136559350117114496,261.65868386653,-16.8083573514,0.0357,0.0247,0.2259,0.0445,5.0792,-1.709,0.047,-4.686,0.034,15.545984,0.003522,44,5693.88,37.2174,152.99,15.950021,0.007626,43,8849.03,48.5759,182.169,14.880656,0.007057,1.277,1.069365,0.404037,0.665328,,,,,,,,,,,,,,,,,,,,,,,,16.2408,0.0052,16.2681,0.0096,115000,15.3213,0.004,15.3508,0.0029,115000,15.5667,0.0014,15.5881,0.0053,115000,15.398,0.0059,15.4435,0.008,115000,15.243,0.0028,15.2559,0.002,115000,0.167377,J172638.08-164829.9,10.21,8.899,5.953,4.284,14.053,13.259,12.198,0.021,0.02,0.015,0.023,0.041,0.036,0.027,2609016701351026186,0.247957,10.189837,8.385257,5.9251485,-1
239, ,PN G008.2+06.8 ,Hen2-260,4123264059923436672,B,264.739,-18.2933,0.08,13.59,0.73,1.22,0.1,264.739,-18.2933,Gaia DR3 4123264059923436672,264.73903561768,-18.29328209605,0.0259,0.0199,0.0502,0.029,1.7344,-2.514,0.032,-1.721,0.021,13.592016,0.004885,47,57943.2,356.958,162.325,13.431036,0.007247,45,66105.9,296.909,222.647,12.697295,0.00617,1.801,0.733741,-0.16098,0.894721,,,,,,,,,,,,,,,,,,,,,,,,13.7311,0.0032,13.7309,0.0079,16892216,13.6997,0.0012,13.6865,0.0012,16892216,13.5181,0.0026,13.4644,0.0016,16892984,13.4945,0.0086,13.4083,0.0253,16892216,13.2054,0.0161,13.1943,0.0067,115000,0.140648,J173857.37-181735.9,11.434,10.835,4.241,0.137,12.614,12.538,12.194,0.024,0.022,0.015,0.008,0.032,0.038,0.029,2648018201351033483,0.278385,12.012423,7.9934654,4.82327,0
240, ,PN G008.2-04.8 ,M2-42,4089296950179444864,A,275.6337,-24.1577,0.12,17.23,0.32,1.31,-0.39,275.6337,-24.1577,Gaia DR3 4089296950179444864,275.63367995145,-24.15770099032,0.1233,0.1118,0.0548,0.134,0.4089,-7.314,0.148,-4.554,0.109,17.233261,0.007653,25,15177.2,320.275,47.388,14.885565,0.023081,25,11785.2,167.638,70.3014,14.569557,0.0159,11.197,0.316008,-2.347696,2.663704,,,,,,,,,,,,,,,,,,,,,,,,15.0238,0.0094,14.1181,0.0063,16793912,15.3653,0.0253,14.1593,0.0096,16892216,16.2357,0.0151,15.2972,0.0096,16793904,15.6402,0.0669,14.941,0.0122,16892208,15.1733,0.0851,13.9317,0.0048,16793912,0.329267,J182232.07-240928.7,11.876,11.323,6.071,2.931,14.449,14.411,13.528,0.029,0.023,0.015,0.019,0.063,0.097,0.065,2757024301351033651,1.008342,11.425767,5.9180174,5.04354,1
242, ,PN G008.3+09.6 ,PTB26,4124562102059801216,A,262.3053,-16.7955,0.09,16.59,0.19,0.99,-0.35,262.3053,-16.7955,Gaia DR3 4124562102059801216,262.30532032247,-16.79545688156,0.0552,0.0401,0.0547,0.0624,0.8762,-3.728,0.075,-9.255,0.047,16.588825,0.005754,51,3140.26,39.3081,79.8883,16.596128,0.013874,50,2164.9,27.6716,78.2355,16.4093,0.014383,1.217,0.186829,0.007303,0.179525,,,,,,19440.1,18475.4,19704.3,4.554,4.5463,4.5598,-0.981,-0.9965,-0.9162,12939.031,12114.098,13205.337,0.911,0.8856,0.9191,0.4797,0.465,0.4842,16.61,0.0372,16.4652,0.0317,16892216,16.634,0.0255,16.2128,0.0225,16892216,16.7425,0.011,16.7754,0.0409,115000,16.9571,0.0268,16.8056,0.0125,16892216,16.9635,0.0057,17.0099,0.0275,16892216,0.187806,J172913.31-164742.4,16.114,15.289,10.676,8.068,16.354,15.602,15.197,0.148,0.113,0.106,0.278,0.124,,,2625016701351036953,1.540878,12.450488,9.242622,5.5492115,0
246, ,PN G008.6-02.2 ,PPAJ1813-2233,4066661922835580288,B,273.2946,-22.5577,0.79,19.29,1.56,2.99,0.08,273.2946,-22.5577,Gaia DR3 4066661922835580288,273.29460005264,-22.55767279646,0.3788,0.385,-0.1194,0.5227,-0.2285,-5.014,0.525,-5.314,0.367,19.290346,0.007603,8,282.957,13.9285,20.315,19.20924,0.053518,8,693.486,28.6148,24.2352,17.645302,0.044959,2.697,1.563938,-0.081106,1.645044,,,,,,,,,,,,,,,,,,,,,,,,19.7028,0.0508,18.7765,0.0352,16892216,18.497,0.1647,18.1952,0.0,16892208,18.7714,0.0101,18.6219,0.0024,16793912,17.8867,0.0284,18.1548,0.0325,16793912,18.2016,0.0425,17.8829,0.0624,16793912,0.24421,J181310.67-223328.5,12.771,12.977,8.354,4.376,,,,0.148,0.162,0.033,0.028,,,,2736022801351041693,0.974638,9.070758,8.0981655,5.2150626,3
251, ,PN G008.8+06.2 ,CBF1,4123237018804802176,A,265.6352,-18.1622,0.66,15.03,0.57,1.54,-0.25,265.6352,-18.1622,Gaia DR3 4123237018804802176,265.63518318451,-18.16220855273,0.0309,0.0244,0.0318,0.0398,0.8005,-3.781,0.038,-9.269,0.025,15.032334,0.003054,39,11985.7,38.1275,314.359,15.141883,0.00444,38,11757.0,45.1101,260.628,14.572157,0.005625,1.299,0.569726,0.109549,0.460177,,,,,,19994.3,19982.4,19998.8,4.0915,4.0806,4.0974,0.7961,0.7857,0.7992,10794.882,10706.002,10951.847,1.7753,1.7731,1.7771,0.9183,0.9171,0.9192,15.2364,0.0059,15.2004,0.0039,115000,15.0303,0.0099,14.9746,0.0094,16892216,15.0177,0.0073,15.0167,0.0065,115000,15.0438,0.0079,15.0726,0.0097,115000,14.9695,0.0004,15.0118,0.0065,115000,0.052764,J174232.45-180943.9,14.163,14.079,8.637,3.65,14.238,14.102,13.981,0.227,0.134,0.03,0.025,0.03,0.036,0.054,2648018201351028098,0.060024,12.387864,8.876653,5.1046424,0
258, ,PN G009.3+02.8 ,Th4-9,4119330243430068480,B,269.0025,-19.4908,0.3,17.1,1.37,2.74,-0.01,269.0025,-19.4908,Gaia DR3 4119330243430068480,269.00250251233,-19.4907833815,0.132,0.1121,-0.087,0.1538,-0.5653,-1.928,0.171,-3.642,0.114,17.102842,0.008633,28,1918.43,12.1227,158.251,17.13118,0.007407,30,3919.39,12.4965,313.639,15.76485,0.005125,2.15,1.36633,0.028337,1.337993,,,,,,,,,,,,,,,,,,,,,,,,17.3375,0.0041,17.3954,0.004,115000,16.4397,0.0014,16.4726,0.007,115000,16.7031,0.0058,16.7734,0.006,115000,16.3248,0.0117,16.3897,0.0018,115000,15.4701,0.0059,15.6465,0.0125,115000,0.067777,J175600.60-192926.8,10.086,8.592,4.207,1.904,14.431,13.529,12.214,0.025,0.022,0.014,0.014,0.02,0.022,0.02,2688019701351047680,0.076168,8.871624,7.0759377,5.6602573,4
259, ,PN G009.3+04.1 ,Th4-6,4120281909424954240,A,267.7385,-18.7801,0.36,17.98,0.59,2.2,-0.58,267.7385,-18.7801,Gaia DR3 4120281909424954240,267.73847111278,-18.7801031929,0.2979,0.2357,1.176,0.3956,2.9729,-5.533,0.361,-4.992,0.237,17.980972,0.007724,16,4907.62,49.8201,98.5069,16.111364,0.01137,15,4896.03,32.6401,150.0,15.523285,0.008166,8.106,0.588079,-1.869608,2.457687,,,,,,,,,,,,,,,,,,,,,,,,16.1243,0.0103,15.8691,0.0021,16892216,16.1643,0.0185,15.8576,0.0007,16892216,16.7164,0.0214,16.7029,0.0486,16892216,16.5008,0.04,16.3143,0.0162,16892208,15.7238,0.0346,15.3633,0.0068,16892216,0.105539,J175057.23-184648.5,12.971,12.149,7.012,3.024,14.708,14.726,13.784,0.123,0.074,0.018,0.019,0.056,0.091,0.061,2680018201351008193,0.211366,11.275197,5.992705,5.168748,1
260, ,PN G009.3-06.5 ,SB15,4077540142924415360,B,277.811,-23.9681,0.34,14.61,1.67,0.62,1.4,277.811,-23.9681,Gaia DR3 4077540142924415360,277.81101382259,-23.96810044231,0.0487,0.0414,0.4791,0.0534,8.9791,-3.087,0.058,-4.552,0.049,14.610514,0.003177,23,10357.9,94.0173,110.17,15.300363,0.010242,23,27919.6,112.193,248.855,13.633121,0.005772,1.42,1.667242,0.689849,0.977393,-16.49,4.73,2.0,5.0,4.0,4964.5,4779.7,5067.0,2.3849,1.9329,2.6063,-1.203,-1.2118,-1.1925,3516.3997,2774.1536,5604.758,1.7151,1.5369,1.7978,0.7142,0.6313,0.7539,15.7038,0.0105,15.2206,0.0065,16892216,14.671,0.0054,14.6019,0.0145,16892216,14.122,0.0066,14.0694,0.0149,16892208,13.7955,0.0044,13.7929,0.0104,16892216,13.6267,0.0053,13.6134,0.0044,16892216,0.05666,J183114.64-235805.2,11.196,11.291,9.695,5.724,12.266,11.568,11.381,0.025,0.025,0.054,0.047,0.03,0.03,0.027,2774024301351048726,0.16048,11.118246,9.538466,5.9701133,0
266, ,PN G009.6-10.6 ,M3-33,4073217997070348032,A,282.0506,-25.4813,0.15,15.82,-0.23,0.69,-0.61,282.0506,-25.4813,Gaia DR3 4073217997070348032,282.05056131415,-25.48125392006,0.0478,0.0459,0.1644,0.0544,3.0243,-4.78,0.056,-5.648,0.049,15.824594,0.004846,22,16051.7,216.59,74.111,14.824739,0.014913,22,7537.44,31.6336,238.273,15.054835,0.00592,2.677,-0.230096,-0.999855,0.769759,,,,,,,,,,,,,,,,,,,,,,,,14.891,0.043,13.452,0.0089,16892216,15.3833,0.0409,14.1946,0.0013,16892216,15.9854,0.0023,15.1461,0.0137,16892216,16.0848,0.0229,15.1829,0.0141,16892216,16.0874,0.021,14.7595,0.04,16892216,0.179975,J184812.19-252852.7,13.042,12.181,6.397,2.79,14.722,14.877,14.403,0.035,0.034,0.021,0.033,0.067,0.094,0.117,2816025801351048121,0.760454,12.551759,7.4052615,4.753634,0
269, ,PN G010.0-02.0 ,MPAJ1815-2113,4090916943199396864,B,273.9041,-21.2226,0.29,19.52,2.15,3.87,0.33,273.9041,-21.2226,Gaia DR3 4090916943199396864,273.90406343681,-21.22260324117,0.4014,0.354,0.6044,0.4071,1.4847,-2.465,0.556,-7.216,0.396,19.516392,0.007304,15,226.667,8.35305,27.1358,19.450073,0.040108,14,953.99,12.3572,77.2009,17.299036,0.014563,4.015,2.151037,-0.066319,2.217356,,,,,,,,,,,,,,,,,,,,,,,,20.3612,0.0992,19.844,0.0569,16892216,18.7437,0.081,18.0426,0.0109,16892216,18.5902,0.0085,18.0545,0.0341,16892216,17.8024,0.0299,17.3338,0.0161,16892216,17.0344,0.0082,16.2716,0.0272,16892216,0.120329,J181536.97-211320.9,7.64,8.607,6.2,2.349,,,,0.221,0.121,0.06,0.019,,,,2744021301351036856,0.399578,8.33598,7.2009,6.1833487,4
274, ,PN G010.4+04.4 ,DPV1,4144514355452503808,B,268.1362,-17.6863,2.54,20.09,1.57,1.83,0.73,268.1362,-17.6863,Gaia DR3 4144514355452503808,268.13616475877,-17.68626297696,0.8581,0.9628,,,,,,,,20.084854,0.008531,12,88.1844,26.6311,3.31133,20.475063,0.327897,11,218.302,9.69222,22.5234,18.900253,0.048353,1.76,1.57481,0.390209,1.184601,,,,,,,,,,,,,,,,,,,,,,,,21.4993,0.0371,21.6241,0.1781,115000,20.175,0.023,20.196,0.124,115256,19.6461,0.0311,19.5436,0.0457,115000,19.3446,0.0245,19.3971,0.0259,115000,19.1328,0.1113,18.6151,0.1267,115000,0.186496,J175232.69-174107.7,10.767,7.786,0.17,-2.028,11.555,8.693,6.372,0.085,0.021,0.154,0.001,0.022,0.033,0.018,2680018201351060091,2.895968,8.141195,6.5449758,5.679831,-1
279, ,PN G010.6+03.2 ,Th4-10,4143700407610635904,B,269.277,-18.1114,0.49,17.41,1.11,2.12,0.03,269.277,-18.1114,Gaia DR3 4143700407610635904,269.27702207965,-18.11139198347,0.1672,0.1387,0.3203,0.1646,1.9461,-3.103,0.211,-5.38,0.148,17.412764,0.012291,19,5538.72,75.1382,73.7138,15.980018,0.014991,19,8916.0,43.7797,203.656,14.87247,0.006535,7.082,1.107548,-1.432746,2.540294,,,,,,,,,,,,,,,,,,,,,,,,16.6087,0.0179,16.3729,0.008,16892216,15.3898,0.0434,15.0706,0.0096,16892216,16.3193,0.0188,15.9653,0.0112,16892216,16.0641,0.0054,15.713,0.0086,16892216,14.8878,0.0024,14.6404,0.0126,16892216,0.089717,J175706.50-180641.2,11.676,11.188,6.081,2.18,14.519,14.208,13.356,0.03,0.03,0.016,0.016,0.063,0.081,0.048,2696018201351034562,0.359507,10.219281,6.330017,5.0955434,1
285, ,PN G011.0-05.1 ,M1-47,4090264623539239936,B,277.2964,-21.7817,0.66,15.35,-0.22,1.1,-0.83,277.2964,-21.7817,Gaia DR3 4090264623539239936,277.29640943364,-21.78170722771,0.0417,0.0388,0.1625,0.0482,3.3728,-3.253,0.059,-4.838,0.044,15.351108,0.004556,20,28075.9,533.351,52.6405,14.217709,0.020813,20,13293.5,51.4667,258.292,14.438801,0.005653,3.035,-0.221092,-1.133399,0.912307,,,,,,,,,,,,,,,,,,,,,,,,14.3155,0.0508,13.2386,0.0039,16892216,14.7233,0.0113,13.927,0.0123,16892216,15.3749,0.037,14.7626,0.0229,16892208,15.4836,0.0167,14.8883,0.011,16892216,15.5426,0.0232,14.5633,0.0124,16892216,0.054023,J182911.15-214654.2,11.912,11.314,5.9,1.962,14.357,14.432,13.741,0.028,0.027,0.015,0.012,0.064,0.077,0.068,2776021301351008289,0.325431,12.333811,7.3895035,4.629317,0
