idPNMain,PNG,Name,PNstat,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,Glon,Glat,Catalogue,MajDiam,MinDiam,PAdiam,EPA,mainClass,subClass,tbRadioCont_Flux_3cm,tbRadioCont_Flux_6cm,tbRadioCont_Flux_11cm,tbRadioCont_Flux_13cm,tbRadioCont_Flux_20cm,tbRadioCont_Flux_36cm,tbRadioCont_Flux_2cm,tbIRFlux_Flux_J,tbIRFlux_Flux_H,tbIRFlux_Flux_Ks,tbIRFlux_Flux_8um,tbIRFlux_Flux_12um,tbIRFlux_Flux_22um,tbIRFlux_Flux_24um,tbIRFlux_Flux_25um,tbIRFlux_Flux_60um,tbIRFlux_Flux_70um,tbIRFlux_Flux_100um,tbIRFlux_Flux_160um,tbIRFlux_Flux_250um,tbIRFlux_Flux_350um,tbIRFlux_Flux_500um,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000_x,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
903,291.7+03.7,Hen 2-64,T,11:27:24.26,-57:17:58.9,171.85108,-57.29969,291.7402,3.73471,1992secg.book.....A,9.1,8.3,,81.0,B,p;s;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 5342772538383389824,171.85106295591,-57.29968562517,0.0,0.0,27.0,1636148068921376768,5342772538383389824,162096395,0.0529,0.0614,0.225,0.0706,3.1874,4.617,-3.799,0.068,2.624,0.075,0.2077,-0.0511,-0.1036,0.094,0.1229,0.0971,-0.1566,0.0553,-0.0899,0.3348,496,0,489,7,60.731,6502.9,0.758,110.91,31,false,1.708,,,,,,,,57,27,0.114817,61,0.02272,38.21,10,0,3.49,0,521,12152.53158,15.1446,802.435,15.4757,0.00307,58,9744.81,34.2556,284.473,15.366609,0.004728,56,8134.56,29.8827,272.217,14.97206,0.005495,1.471,0,58,0,56,0,0.394548,-0.109092,0.50364,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.010756,0.090381,1.3E-5,9994.1,9984.2,9998.8,3.8847,3.8637,3.903,-1.4566,-1.5211,-1.4033,6548.0146,6419.97,6682.636,0.6531,0.6419,0.6643,0.6163,0.6061,0.6267,0.3295,0.3238,0.335,PHOENIX,171.85109420741,-57.29969728893,1.089412,1.21216,0.3208,0.0367
905,292.6+01.2,NGC 3699,T,11:27:57.7,-59:57:27.72,171.9906,-59.9577,292.65624,1.23815,1992secg.book.....A,47.0,37.0,,,B,a;p;s;,,67.0,,,,77.0,62.0,,,,,0.87,,,11.19,6.72,,10.15,,,,,Gaia DR3 5336133687170599040,171.99097073141,-59.95789905035,0.0,0.0,51.0,1636148068921376768,5336133687170599040,1026179664,0.0655,0.0636,0.7329,0.0812,9.0259,3.407,-3.222,0.081,1.108,0.081,0.1376,-0.0402,-0.089,0.068,0.1589,0.1199,-0.0598,0.1416,0.1548,0.199,413,0,411,2,0.5895,482.33,0.278,1.5624,95,false,,1.7364,0.0183,-0.081,-0.169,-0.091,-0.203,0.01,48,27,0.122738,57,0.01958,158.2,0,0,1.02,0,461,1740.0138,2.05701,845.893,17.585985,0.00304,24,1277.64,15.3453,83.2591,17.572521,0.013336,23,652.351,12.2061,53.4449,17.711693,0.020664,1.109,0,24,0,23,0,-0.139172,-0.013464,-0.125708,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,3.0E-6,5.0E-5,9997.8,9992.7,9999.5,4.633,4.6206,4.637,-2.1078,-2.2188,-1.9898,9386.01,9340.498,9479.911,0.0014,3.0E-4,0.0044,0.0013,3.0E-4,0.0042,7.0E-4,1.0E-4,0.0022,PHOENIX,171.99099933502,-59.95790397583,1.300547,1.293406,0.1881,0.979764
906,292.7+01.9,Wray 16-93,T,11:30:48.48,-59:17:05.9,172.702,-59.28497,292.7882,1.98953,1992secg.book.....A,11.0,8.0,,134.0,E,m;,,,,,,,,,,,,0.25,,,0.8,0.79,,16.47,,,,,Gaia DR3 5336505352135928448,172.70201351412,-59.28498378247,0.0,0.0,45.0,1636148068921376768,5336505352135928448,245219113,0.0991,0.0991,0.4377,0.1288,3.399,6.563,-6.357,0.123,1.629,0.113,0.026,-0.1795,-0.2019,0.051,0.261,0.1191,-0.0112,0.1294,0.1488,0.1393,423,0,422,1,-0.2304,432.25,0.0,0.0,95,false,,1.6763,0.0308,-0.028,0.004,-0.017,-0.099,-0.055,48,27,0.177972,55,0.02898,126.0,0,0,0.991,0,470,836.59497,1.57473,531.262,18.381079,0.003431,50,767.855,7.85429,97.7626,18.125343,0.011451,49,688.214,7.13907,96.4011,17.653587,0.01188,1.74,0,0,0,1,0,0.471756,-0.255735,0.727491,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.0E-6,1.2E-5,0.999988,,,,,,,,,,,,,,,,,,,,,,,172.70206883376,-59.28499102127,1.982611,1.816499,0.1285,0.055492
907,292.8+01.1,He 2-67,T,11:28:47.4,-60:06:37.30,172.19737,-60.11036,292.80245,1.12589,1992secg.book.....A,5.2,2.8,,120.0,E,,,41.0,,,,22.2,43.0,,,,,0.86,,,2.83,4.51,,21.53,,,,,Gaia DR3 5336037857882804736,172.19740825483,-60.11047564418,0.007,0.004,104.0,1636148068921376768,5336037857882804736,659724418,7.0165,4.6876,,,,,,,,,-0.2169,,,,,,,,,,129,0,129,0,169.9687,68209.0,38.574,4322.2,3,false,,,,,,,,,15,11,14.25289,18,0.1832,7.704,0,0,,0,153,1674.44347,35.4973,47.171,17.627691,0.023181,3,26908.9,1462.43,18.4001,14.263804,0.059073,2,26669.9,44.935,593.522,13.682841,0.004199,31.998,0,3,0,2,1,0.580963,-3.363887,3.94485,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,172.19740825483,-60.11047564418,7.016453,4.687628,-0.2169,0.421938
908,293.6+01.2,Hen 2-70,T,11:35:10.96,-60:17:01.0,173.79567,-60.28361,293.61217,1.20102,1992secg.book.....A,34.6,13.6,,137.0,B,a;m;p;s;,,,,,,11.2,,,,,,,,,,,,,,,,,Gaia DR3 5335879596943573888,173.79564345387,-60.28361322884,0.0,0.0,29.0,1636148068921376768,5335879596943573888,571682625,0.0308,0.0319,0.1096,0.0384,2.858,4.529,-4.336,0.04,1.307,0.041,0.0557,-0.209,-0.1299,0.152,0.015,0.192,-0.1097,0.1138,0.1104,0.1953,389,0,387,2,-1.6215,717.38,0.265,9.7052,95,false,,1.2699,0.0088,0.019,0.059,-0.02,0.038,-0.078,45,27,0.061336,55,0.004054,10.35,0,0,0.941,0,446,9955.73901,16.9766,586.438,15.692183,0.00332,51,3642.22,33.5807,108.462,16.435125,0.010392,50,13448.0,35.431,379.554,14.426252,0.00474,1.717,0,50,0,50,0,2.008873,0.742942,1.265931,64.65,4.85,2,14,9,13,4.0197,,,911.903,,5500.0,4.5,0.0,0,,,,13.957949,0.157284,8,,VARIABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,173.79568233232,-60.28361903639,0.645315,0.658288,0.1763,0.048778
910,294.1+43.6,NGC 4361,T,12:24:30.8,-18:47:05.50,186.12814,-18.78486,294.11356,43.62538,1992secg.book.....A,119.0,115.0,,,E,m;p;s;,,207.0,170,,161.3,,206.0,0.00964026,0.00537403,0.00764065,,2.28,,,39.66,8.22,,6.64,,,,,Gaia DR3 3519614068578061568,186.12810795532,-18.78492488633,0.0,0.0,119.0,1636148068921376768,3519614068578061568,1102742027,0.0356,0.0275,0.9653,0.0439,21.9925,11.121,-4.565,0.053,-10.141,0.041,-0.4224,0.044,-0.1977,0.1146,-0.0642,0.0751,-0.2965,0.1458,0.008,-0.1259,392,8,392,0,-0.1545,4493.9,0.353,118.11,31,false,1.903,,,,,,,,45,18,0.07453,53,0.03299,3.826,0,0,0.994,0,458,109620.43263,57.9687,1891.03,13.087638,0.002815,52,94410.9,158.471,595.76,12.900987,0.003333,51,33372.8,39.7843,838.844,13.439414,0.003995,1.166,0,0,0,0,0,-0.538427,-0.186651,-0.351776,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,186.12812938647,-18.78487981564,0.852077,0.668115,-0.1316,0.257862
911,294.1+14.4,Lo 6,T,12:00:43.08,-47:33:10.8,180.1795,-47.553,294.13193,14.45025,1992secg.book.....A,77.0,74.4,,150.0,E,m;r;s;,,,,,,,,0.00104253,8.94334E-4,7.07181E-4,,,,,,,,,,,,,Gaia DR3 6142985384373962496,180.17947963833,-47.55300204723,0.0,0.0,71.0,1636148068921376768,6142985384373962496,439384516,0.2526,0.2168,0.5289,0.362,1.4613,4.941,-3.734,0.348,3.236,0.281,0.1211,-0.1055,-0.197,-0.1524,-0.0822,-0.1515,-0.1344,0.3738,0.3172,0.2134,365,0,363,2,-0.7851,368.34,0.0,0.0,31,false,1.917,,,,,,,,42,23,0.518978,52,0.01826,127.4,0,0,0.97,0,380,240.63092,0.778776,308.986,19.733988,0.004465,48,187.402,5.42128,34.5679,19.656607,0.031533,44,71.01,6.91425,10.2701,20.119596,0.105786,1.074,0,1,0,0,0,-0.46299,-0.077381,-0.385609,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,180.17950422947,-47.55301642952,5.630984,4.531134,0.224,0.050018
912,294.6+04.7,NGC 3918,T,11:50:17.7,-57:10:56.89,177.57387,-57.18247,294.68946,4.70756,1992secg.book.....A,18.7,17.1,,138.0,B,m;p;s;,,859.0,820,,,528.4,765.0,0.0335806,0.0241602,0.0443742,,7.81,,,65.0,45.14,,18.83,,,,,Gaia DR3 5342260406474812416,177.57402604454,-57.18250431247,0.0,0.0,59.0,1636148068921376768,5342260406474812416,75487475,0.0582,0.0541,0.2195,0.0735,2.9853,2.391,-2.388,0.075,0.111,0.069,0.141,-0.24,-0.2079,0.162,-0.0329,0.1802,0.0519,0.1765,-0.0063,0.2224,460,0,460,0,-8.9326,1623.0,0.654,32.555,95,false,,1.7697,0.0148,0.043,-0.021,-0.001,-0.007,0.051,54,28,0.111506,61,0.02641,94.44,0,1,0.718,0,487,13374.00828,56.7177,235.8,15.371713,0.005366,47,218972.0,2972.64,73.6626,11.987569,0.015001,54,94792.1,204.639,463.217,12.305964,0.004447,23.461,0,47,0,54,0,-0.318396,-3.384144,3.065748,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,3.0E-6,0.999996,,,,,,,,,,,,,,,,,,,,,,,177.57404562706,-57.18250480623,1.212731,1.099664,0.2041,0.328559
913,294.9-04.3,Hen 2-68,T,11:31:45.4,-65:58:13.69,172.93929,-65.97047,294.93385,-4.34375,1992secg.book.....A,2.5,2.5,,,S,,,34.0,,,,13.7,37.0,,,,,1.11,,,6.06,3.0,,6.33,,,,,Gaia DR3 5237194683112374400,172.93936442017,-65.97058932966,0.0,0.0,75.0,1636148068921376768,5237194683112374400,118244782,0.0383,0.0359,0.1318,0.044,2.9932,5.171,-4.984,0.052,1.38,0.047,0.0401,0.0026,-0.1072,0.1735,0.1677,0.1923,-0.0378,0.1451,0.172,0.0346,403,0,402,1,2.919,949.07,0.374,16.445,95,false,,1.6253,0.0105,-0.092,-0.061,-0.203,-0.102,-0.119,47,28,0.072191,50,0.04179,175.1,0,0,1.105,0,419,15916.85368,44.604,356.848,15.182724,0.004105,43,41348.0,417.055,99.1428,13.797406,0.011301,45,56565.7,154.563,365.973,12.866512,0.004805,6.152,0,43,0,45,0,0.930894,-1.385318,2.316212,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,5.49E-4,0.99943,,,,,,,,,,,,,,,,,,,,,,,172.93941881742,-65.97059546079,0.829976,0.754894,0.0173,0.443223
914,294.9-00.6,Hf 69,T,11:41:37.28,-62:28:54.8,175.40533,-62.48189,294.96552,-0.69493,1992secg.book.....A,65.0,62.0,,101.0,E,m;p;s;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 5333350548355207168,175.4053268827,-62.48189495129,0.0,0.0,79.0,1636148068921376768,5333350548355207168,685213336,0.2105,0.1785,0.43,0.2477,1.7362,6.63,-6.509,0.271,1.26,0.237,0.0685,-0.1446,-0.2736,0.0374,0.0413,0.0779,-0.0506,0.3188,-0.0491,0.2416,396,0,395,1,-1.368,371.5,0.0,2.0379E-15,95,false,,1.7652,0.0612,-0.014,-0.076,-0.11,-0.041,0.104,46,28,0.403875,49,0.01919,76.11,0,0,0.951,0,421,331.37147,0.848433,390.569,19.38658,0.003914,45,257.227,7.01423,36.6722,19.31275,0.029738,45,113.239,6.28035,18.0307,19.612904,0.060334,1.118,0,1,0,0,0,-0.300154,-0.07383,-0.226324,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,175.40538949766,-62.48190055227,4.403892,3.807129,0.2321,0.018563
915,295.3-09.3,Hen 2-62,T,11:17:43.2,-70:49:32.41,169.42982,-70.82567,295.3262,-9.35076,1992secg.book.....A,3.0,3.0,,,S,,,,,,,,,,,,,0.25,,,1.24,0.77,,1.2,,,,,Gaia DR3 5228539671146215552,169.42976985943,-70.82560516209,0.0,0.0,132.0,1636148068921376768,5228539671146215552,1443070027,0.4081,0.4025,0.2922,0.4096,0.7133,3.609,-3.519,0.479,-0.8,0.468,-0.1526,-0.032,-0.3,0.3993,0.0247,0.4261,-0.0881,0.0151,0.1285,-0.0742,309,0,309,0,182.4665,89858.0,4.452,3541.5,31,false,1.749,,,,,,,,35,23,0.734657,38,0.02751,132.0,0,0,14.45,0,320,20251.4321,134.89,150.133,14.921227,0.007739,36,36805.5,115.729,318.032,13.923759,0.004409,33,21153.6,65.3201,323.845,13.934436,0.005052,2.862,0,3,0,27,0,-0.010676,-0.997468,0.986792,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.031072,0.052474,8.7E-5,,,,,,,,,,,,,,,,,,,,,,,169.42981747553,-70.82560160605,7.79767,7.530027,-0.1161,0.240828
917,296.4-06.9,Hen 2-71,T,11:39:11.2,-68:52:09.16,174.79666,-68.86921,296.46708,-6.9092,1992secg.book.....A,5.0,4.5,,0.0,B,a;m;p;s;,,,,,,,31.0,,,,,0.81,,,5.71,1.4,,2.1,,,,,Gaia DR3 5234243559525347968,174.79659019033,-68.86915319455,0.0,0.0,10.0,1636148068921376768,5234243559525347968,377305183,0.0506,0.056,0.076,0.0617,1.232,5.418,-5.051,0.066,1.959,0.068,0.0374,-0.1564,-0.1905,0.0575,0.061,0.0868,0.0369,0.1474,0.0735,0.0772,415,0,415,0,75.5173,9019.7,0.723,274.09,31,false,1.626,,,,,,,,47,27,0.097035,49,0.02012,123.9,0,0,4.579,0,401,59095.63566,222.894,265.129,13.758478,0.004936,45,62527.1,333.441,187.521,13.348371,0.006427,45,67269.8,160.431,419.307,12.678345,0.004581,2.196,0,0,0,0,0,0.670026,-0.410108,1.080133,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999982,,,,,,,,,,,,,,,,,,,,,,,174.79665246087,-68.86916190244,1.060154,1.094551,0.0694,0.22367
918,296.6-20.0,NGC 3195,T,10:09:20.84,-80:51:30.3,152.33683,-80.85842,296.62335,-20.04205,1992secg.book.....A,39.5,33.8,,13.0,E,p;s;,,35.0,20,,,40.8,29.0,,,,,0.56,,,2.48,6.2,,6.4,,,,,Gaia DR3 5198687896083997312,152.33683056272,-80.85841913037,0.0,0.0,89.0,1636148068921376768,5198687896083997312,1375573528,0.0788,0.0734,0.3689,0.0788,4.6793,9.841,-8.237,0.099,5.384,0.094,0.0019,-0.0617,-0.3684,0.1042,0.1171,0.1441,-0.1343,0.2214,0.1319,0.0625,362,0,361,1,-0.783,396.54,0.257,1.0482,95,false,,1.7887,0.022,0.05,-0.096,-0.051,-0.148,0.073,41,26,0.142637,45,0.04103,121.0,0,0,0.97,0,395,1624.7807,4.15918,390.65,17.66038,0.003914,43,2598.82,137.347,18.9215,16.801603,0.057449,42,1618.87,107.394,15.0742,16.724863,0.072125,2.596,0,1,0,1,0,0.07674,-0.858776,0.935516,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.005078,0.994922,,,,,,,,,,,,,,,,,,,,,,,152.33706098994,-80.85844305969,1.614521,1.514239,0.0489,0.003147
919,297.4+03.7,Hen 2-78,T,12:09:10.2,-58:42:37.44,182.29248,-58.7104,297.45506,3.71115,1992secg.book.....A,3.5,3.5,,,S,,,,,,,7.0,,,,,,0.25,,,1.55,1.15,,11.83,,,,,Gaia DR3 6071280561769960576,182.29247778558,-58.71035240087,0.0,0.0,35.0,1636148068921376768,6071280561769960576,29897713,0.0197,0.0209,0.038,0.0281,1.3513,6.07,-5.99,0.026,0.983,0.027,0.1673,-0.1025,-0.1765,0.0308,-0.0928,0.0505,0.0141,0.0399,0.135,0.1853,480,0,480,0,0.6939,511.87,0.0,0.0,95,false,,1.5566,0.0058,-0.087,0.024,-0.036,-0.046,0.033,56,27,0.039853,63,0.03597,73.22,0,1,1.022,0,518,11656.00529,27.6545,421.486,15.520992,0.003772,55,10326.2,69.5721,148.425,15.303688,0.007829,55,14286.5,63.799,223.93,14.360579,0.006148,2.112,0,55,0,55,0,0.94311,-0.217304,1.160414,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,3.97E-4,0.999603,,,,,,,,,,,,,,,,,,,,,,,182.29252904394,-58.71035676898,0.414648,0.431623,0.18,0.171407
922,298.3+06.6,Po 1,T,12:18:32.74,-55:54:04.6,184.63642,-55.90128,298.30132,6.67446,2001A&A...378..843K,22.0,,,,R,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 6072903883317795968,184.63641956516,-55.9012843505,0.0,0.0,55.0,1636148068921376768,6072903883317795968,497100129,0.1072,0.0997,0.6271,0.1551,4.0434,7.301,-7.129,0.134,-1.575,0.134,0.1983,-0.2898,-0.2403,-0.1754,-0.0552,-0.1128,-0.089,0.1188,0.2603,0.2183,406,0,405,1,9.208,752.05,0.898,10.899,31,false,1.702,,,,,,,,47,25,0.210654,58,0.04439,45.94,0,0,1.342,0,486,1237.81407,1.69296,731.153,17.955729,0.00313,52,871.025,5.44238,160.045,17.988464,0.007335,52,649.841,5.19996,124.971,17.715878,0.009474,1.229,0,1,0,1,0,0.272587,0.032736,0.239851,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999927,7878.8,7863.5,7896.9,4.5793,4.5714,4.5831,-2.4659,-2.4911,-2.3981,7023.8545,6982.548,7101.714,0.001,2.0E-4,0.0034,0.001,2.0E-4,0.0031,5.0E-4,1.0E-4,0.0017,PHOENIX,184.63647607967,-55.90127735239,2.171135,2.162182,0.2285,0.015686
923,298.3-04.8,NGC 4071,T,12:04:14.68,-67:18:36.5,181.06117,-67.31014,298.39188,-4.85532,1992secg.book.....A,72.4,52.7,,43.0,B,a;p;r;s;,,26.0,,,,10.0,23.0,,,,,,,,,,,,,,,,Gaia DR3 5860341901722274688,181.06113205144,-67.31013138337,0.0,0.0,29.0,1636148068921376768,5860341901722274688,335168561,0.1224,0.1252,0.3758,0.153,2.4561,10.83,-10.791,0.169,-0.92,0.181,0.036,-0.1167,0.0515,0.1886,0.0495,0.2115,0.1008,-0.1019,0.1626,0.2026,359,0,357,2,1.7621,428.59,0.624,2.2664,95,false,,1.7208,0.0355,-0.012,0.003,-0.169,-0.049,0.053,41,25,0.269142,47,0.06137,117.3,0,0,1.066,0,390,777.92911,1.25574,619.498,18.460016,0.003265,41,506.565,6.06817,83.4791,18.576954,0.013302,42,212.803,5.71964,37.2057,18.92795,0.029426,0.925,0,1,0,1,0,-0.350996,0.116938,-0.467934,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.4E-5,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,181.06125638406,-67.310127293,2.69767,2.890483,0.1859,0.06115
924,299.0+18.4,K 1-23,T,12:30:52.5,-44:14:15.90,187.71873,-44.23775,299.05084,18.47898,1992secg.book.....A,64.3,56.4,,3.0,E,m;r;,,,,,,5.0,,,,,,,,,,,,,,,,,Gaia DR3 6133278036730727296,187.71903467729,-44.23780910476,0.0,0.0,75.0,1636148068921376768,6133278036730727296,1742380222,0.1811,0.119,0.3246,0.2174,1.4927,7.313,-7.302,0.18,-0.399,0.131,0.2486,-0.4447,-0.5247,-0.273,-0.2686,-0.1983,-0.2914,0.2282,0.2815,0.2693,338,0,338,0,0.5162,373.53,0.227,0.29162,95,false,,1.8074,0.0424,-0.176,-0.041,0.104,-0.104,0.033,38,19,0.291856,41,0.02644,100.6,0,0,1.019,0,360,634.50844,1.28453,493.961,18.681273,0.003525,38,529.62,13.6044,38.9299,18.528633,0.028029,36,211.584,9.57735,22.0921,18.934189,0.049291,1.168,0,0,0,0,0,-0.405556,-0.152639,-0.252916,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.87E-4,5.0E-5,9998.9,9997.2,9999.7,4.6358,4.6309,4.6388,-1.9023,-1.9912,-1.8352,15538.211,15459.456,15646.578,2.0E-4,0.0,6.0E-4,2.0E-4,0.0,6.0E-4,1.0E-4,0.0,3.0E-4,PHOENIX,187.71907997551,-44.23780733174,2.97364,2.133363,0.2836,0.814128
927,300.2+00.6,Hen 2-83,T,12:28:44.0,-62:05:35.05,187.18332,-62.09307,300.27849,0.66165,1992secg.book.....A,4.7,4.5,,,B,,,,,,,40.6,,0.0943818,0.0662369,0.0454078,,1.09,,,17.26,12.73,,67.56,,,,,Gaia DR3 6054755761030163328,187.18321420501,-62.09308633469,0.0,0.0,38.0,1636148068921376768,6054755761030163328,12457901,0.0766,0.0795,0.2978,0.1036,2.8741,6.341,-6.315,0.093,0.579,0.111,0.1632,-0.1963,-0.0063,0.1265,-0.0284,0.1353,0.1548,0.013,0.0789,0.2068,431,0,429,2,7.3355,749.04,0.692,9.7616,95,false,,1.337,0.0216,0.056,-0.001,-0.001,-0.062,0.081,49,26,0.160861,58,0.005585,51.69,1,0,1.262,0,449,2511.86943,8.29264,302.903,17.187374,0.004521,51,4638.82,72.1412,64.3019,16.172523,0.017114,52,15307.4,35.1774,435.148,14.285644,0.004529,7.941,0,51,0,52,0,1.88688,-1.014851,2.901731,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.826699,0.173301,,,,,,,,,,,,,,,,,,,,,,,187.18327416814,-62.09308890917,1.48378,1.770108,0.1955,0.187706
928,300.4-00.9,Hen 2-84,T,12:28:46.85,-63:44:37.1,187.19521,-63.74364,300.42903,-0.98205,1992secg.book.....A,35.8,23.7,,,B,a;p;,,,,,,11.6,,0.00122939,0.00355059,0.00353127,0.031,0.14,0.34,0.36,,,2.4,,2.1,1.1,0.74,0.43,Gaia DR3 6053533482078258304,187.19518818469,-63.74363152282,0.0,0.0,52.0,1636148068921376768,6053533482078258304,443582454,0.4293,0.4192,2.0219,0.5923,3.4133,6.941,-6.396,0.566,2.695,0.542,0.1011,0.0146,-0.2173,-0.0039,-0.0446,0.0035,-0.0963,-0.1042,0.0836,0.2054,339,0,334,5,13.4057,859.2,3.787,29.164,95,false,,1.647,0.1272,-0.058,0.036,0.116,-0.159,-0.075,39,23,0.846197,46,0.1165,26.63,0,0,1.566,0,383,376.6124,8.83343,42.6349,19.247631,0.025615,33,2573.38,39.8223,64.6215,16.812283,0.017032,33,4242.1,36.38,116.605,15.678943,0.010049,18.097,0,33,0,33,0,1.13334,-2.435349,3.568688,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,187.19525244348,-63.74364350224,9.158299,8.714677,0.2022,0.046243
929,300.5-01.1,Hen 2-85,T,12:30:07.6,-63:53:00.31,187.53152,-63.88342,300.58885,-1.10867,1992secg.book.....A,9.2,7.9,,,B,a;m;s;,,,,,,78.1,,0.00605464,0.0071499,0.0101843,,0.93,,,9.62,11.31,,77.67,,,,,Gaia DR3 6053470775539684736,187.53185333279,-63.88353778102,0.0,0.0,36.0,1636148068921376768,6053470775539684736,1369847120,0.1453,0.1522,0.9159,0.1997,4.5871,7.872,-7.737,0.197,1.453,0.202,0.146,-0.0244,-0.0316,0.0831,-0.021,0.0948,-0.0761,-0.0402,0.1464,0.1917,358,0,357,1,16.2474,1093.8,1.44,19.593,95,false,,1.3225,0.0426,-0.024,-0.056,0.12,-0.065,0.101,42,24,0.301215,49,0.03217,17.93,1,0,1.671,0,390,1142.82407,6.26619,182.38,18.042418,0.00656,38,3578.35,128.215,27.909,16.454336,0.039003,40,6799.17,116.18,58.5229,15.166755,0.018933,9.081,0,20,0,23,0,1.287581,-1.588081,2.875663,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,187.5319314455,-63.88354423741,3.155538,3.244676,0.1824,0.677363
930,300.7-02.0,He 2-86,T,12:30:30.4,-64:52:05.59,187.62677,-64.86822,300.71064,-2.08678,1992secg.book.....A,3.2,3.2,,,B,a;p;s;,,125.0,,,,21.9,49.0,,,,,2.23,,,29.82,20.74,,15.21,,,,,Gaia DR3 5861205190154456192,187.62681030298,-64.86824699632,0.001,0.0,5.0,1636148068921376768,5861205190154456192,743597028,0.453,0.8287,,,,,,,,,0.1187,,,,,,,,,,111,0,110,1,15.0373,506.51,3.148,26.83,3,false,,,,,,,,,14,11,1.743748,15,0.5038,60.5,11,6,,0,107,2040.26317,78.3728,26.0328,17.41315,0.041797,10,20548.4,859.225,23.915,14.556598,0.045485,10,47827.0,200.122,238.99,13.048712,0.00591,33.513,0,10,0,10,0,1.507886,-2.856553,4.364439,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,5.0E-4,0.019681,0.978077,,,,,,,,,,,,,,,,,,,,,,,187.62681030298,-64.86824699632,0.453007,0.828734,0.1187,0.115075
